Date,UT time,Temperature,Relative Humidity,Pressure,Wind speed,Wind direction,Rainfall,Snowfall,Snow depth,Short-wave irradiation
2016-01-31,24:00:00,297.92,71.98,1011.07,3.08,61.73,14.178118,0,0,170638.4
2016-02-28,24:00:00,299.49,71.5,1010.21,2.76,110.18,2.194539,0,0,182000
2016-03-31,24:00:00,301.61,67.5,1008.21,3.54,149.11,1.55154,0,0,202913.5
2016-04-30,24:00:00,303.94,67,1005.02,5.17,170.15,7.070087,0,0,203101.6
2016-05-31,24:00:00,304.02,67.9,1002.45,2.95,205.09,187.704432,0,0,160175
2016-06-30,24:00:00,302.65,70.87,1001.54,3.7,249.73,105.772212,0,0,120351.9
2016-07-31,24:00:00,302.19,71.9,1001.96,3.92,236.03,98.833536,0,0,131050.8
2016-08-31,24:00:00,302.63,69.41,1001.74,3.54,247.02,136.077084,0,0,144614.2
2016-09-30,24:00:00,302.16,70.67,1002.8,2.63,239.78,88.79004,0,0,131909.2
2016-10-31,24:00:00,301.85,65.99,1005.03,0.61,13.09,37.69686,0,0,155342.4
2016-11-30,24:00:00,300.03,68.42,1008.01,3.87,38.65,22.784807,0,0,155987.4
2016-12-31,24:00:00,298.25,73.88,1008.73,3.61,34.88,77.261364,0,0,154123.5
2017-01-31,24:00:00,298.11,70.79,1010.2,4.19,51.44,12.204972,0,0,172581.4
2017-02-28,24:00:00,298.54,66,1010.35,2.74,86.01,0.943331,0,0,182964.1
2017-03-31,24:00:00,301.57,66.82,1007.02,3.73,149.39,23.705982,0,0,210232.3
2017-04-30,24:00:00,303.74,65.66,1004.37,4.72,170.83,9.575903,0,0,188533.5
2017-05-31,24:00:00,304.73,64.1,1002.56,3.48,188.17,41.112576,0,0,147121
2017-06-30,24:00:00,303.69,64.87,1001.58,3.59,232.78,143.958636,0,0,122930.8
2017-07-31,24:00:00,303.13,67.3,1002.04,3,245.09,109.92816,0,0,134789.6
2017-08-31,24:00:00,301.96,75.78,1001.62,2.92,237.02,200.623464,0,0,123945.5
2017-09-30,24:00:00,301.31,79.38,1003.53,2.41,214.92,286.149744,0,0,114001.7
2017-10-31,24:00:00,301.11,79.06,1004.35,0.13,83.86,200.156328,0,0,120075.4
2017-11-30,24:00:00,299.84,82.25,1006.35,4.67,31.01,237.90546,0,0,124628
2017-12-31,24:00:00,298.36,75.49,1009.34,4.39,40.92,10.043248,0,0,159372.1
2018-01-31,24:00:00,297.52,72.3,1008.79,3.89,48.77,6.791468,0,0,170919.7
2018-02-28,24:00:00,298.54,69.89,1009.66,3.13,71.26,4.032853,0,0,162291.1
2018-03-31,24:00:00,301.03,67.25,1007.01,2.8,134.91,9.537048,0,0,202029.4
2018-04-30,24:00:00,303.45,66.38,1004.86,4.22,154.32,16.017379,0,0,197176.4
2018-05-31,24:00:00,303.91,68.95,1002.53,4.09,173.05,60.347844,0,0,135653.4
2018-06-30,24:00:00,303.47,65.83,1000.95,3.85,230.93,104.283864,0,0,123669.6
2018-07-31,24:00:00,303.16,65.29,1000.81,4.46,243.21,74.810916,0,0,134051.1
2018-08-31,24:00:00,302.7,67.53,1001.46,3.8,254.93,137.131596,0,0,132870.3
2018-09-30,24:00:00,301.92,72.85,1004.15,1.68,197.18,109.539288,0,0,138393.6
2018-10-31,24:00:00,301.15,74.94,1006.67,2.05,57.64,99.145764,0,0,146413.5
2018-11-30,24:00:00,300.08,75.61,1008.51,4.25,52.61,68.181804,0,0,149824.8
2018-12-31,24:00:00,298.5,77.2,1009.46,4.34,37.99,129.632004,0,0,150599.5
2019-01-31,24:00:00,297.49,71.06,1011.38,4.08,54.96,2.103535,0,0,171165.2
2019-02-28,24:00:00,299.84,70.07,1009.89,3.12,94.99,4.413316,0,0,177542.2
2019-03-31,24:00:00,302.03,64.18,1007.79,3.91,146.4,2.284713,0,0,219373.2
2019-04-30,24:00:00,303.71,64.42,1005.18,4.2,157.52,13.013608,0,0,208887.6
2019-05-31,24:00:00,304.37,68.79,1002.58,4.73,180.88,55.759644,0,0,134017.3
2019-06-30,24:00:00,304.41,65.63,1000.99,3.47,203.39,123.048792,0,0,116821.3
2019-07-31,24:00:00,302.91,69.37,1001.58,3.88,222.01,194.936076,0,0,120478.2
2019-08-31,24:00:00,301.91,73.88,1002.07,4.37,231.33,252.045288,0,0,124622
