Date,UT time,Temperature,Relative Humidity,Pressure,Wind speed,Wind direction,Rainfall,Snowfall,Snow depth,Short-wave irradiation
2016-01-31,24:00:00,297.62,72.6,1010.11,2.86,61.69,15.017252,0,0,170138.9
2016-02-28,24:00:00,299.35,71.06,1009.23,2.64,111.86,2.293902,0,0,182398.1
2016-03-31,24:00:00,301.71,65.63,1007.2,3.44,149.39,1.66413,0,0,202785.8
2016-04-30,24:00:00,304.18,64.4,1003.99,5.02,169.23,6.675397,0,0,205549.8
2016-05-31,24:00:00,304.14,65.89,1001.46,2.78,205.84,178.67988,0,0,162678.3
2016-06-30,24:00:00,302.59,69.95,1000.57,3.54,253.02,104.837148,0,0,121037.7
2016-07-31,24:00:00,302.17,70.97,1000.97,3.74,238.59,98.448876,0,0,131823.8
2016-08-31,24:00:00,302.64,68.31,1000.75,3.43,250.47,136.231164,0,0,145638.8
2016-09-30,24:00:00,302.14,69.81,1001.81,2.48,244.37,83.195712,0,0,132964.2
2016-10-31,24:00:00,301.8,65.31,1004.05,0.68,18.91,36.117828,0,0,156379.3
2016-11-30,24:00:00,299.9,67.55,1007.06,3.71,39.07,21.663004,0,0,156659
2016-12-31,24:00:00,297.98,73.91,1007.78,3.44,34.72,73.998828,0,0,154912.7
2017-01-31,24:00:00,297.93,70.47,1009.24,3.97,51.76,12.587659,0,0,172856.8
2017-02-28,24:00:00,298.46,64.92,1009.36,2.63,86.64,1.01749,0,0,183263.9
2017-03-31,24:00:00,301.76,64.53,1005.99,3.63,148.92,23.504245,0,0,210759.7
2017-04-30,24:00:00,304.06,62.5,1003.33,4.49,169.6,8.720197,0,0,190765.9
2017-05-31,24:00:00,305.03,61.19,1001.55,3.21,188.46,39.213324,0,0,150019.4
2017-06-30,24:00:00,303.78,63.09,1000.58,3.39,236.29,137.501028,0,0,123840.8
2017-07-31,24:00:00,303.16,66.07,1001.05,2.92,249.59,109.606932,0,0,136223.8
2017-08-31,24:00:00,301.87,75.42,1000.64,2.75,240.28,192.743244,0,0,125147.5
2017-09-30,24:00:00,301.17,79.55,1002.56,2.19,215.87,272.394864,0,0,114890
2017-10-31,24:00:00,300.94,79.32,1003.39,0.18,47.79,196.267212,0,0,120576.2
2017-11-30,24:00:00,299.58,82.77,1005.43,4.47,29.55,227.897964,0,0,125724.9
2017-12-31,24:00:00,298.05,76.12,1008.4,4.17,40.32,10.266851,0,0,159451.8
2018-01-31,24:00:00,297.27,72.49,1007.83,3.67,48.88,6.770704,0,0,171071.6
2018-02-28,24:00:00,298.41,69.24,1008.68,2.97,71.86,4.462895,0,0,162597.7
2018-03-31,24:00:00,301.11,65.37,1006,2.73,135.2,10.665061,0,0,202406.4
2018-04-30,24:00:00,303.69,63.99,1003.83,4.13,153.75,14.971072,0,0,199145.2
2018-05-31,24:00:00,304.07,66.92,1001.51,3.9,171.91,54.690264,0,0,139114.5
2018-06-30,24:00:00,303.58,63.94,999.95,3.66,234.69,100.00566,0,0,124948.8
2018-07-31,24:00:00,303.26,63.35,999.82,4.34,246.58,69.096744,0,0,134483.9
2018-08-31,24:00:00,302.79,65.9,1000.47,3.76,259.3,130.03182,0,0,133428.1
2018-09-30,24:00:00,301.94,71.84,1003.16,1.5,198.17,109.602,0,0,139744.4
2018-10-31,24:00:00,301.02,74.53,1005.72,2.01,56.47,93.048876,0,0,148255.4
2018-11-30,24:00:00,299.91,75.58,1007.57,4.05,52.37,68.014368,0,0,150354
2018-12-31,24:00:00,298.28,77.3,1008.51,4.12,38.14,122.077368,0,0,150943.1
2019-01-31,24:00:00,297.29,70.81,1010.41,3.87,55.28,2.314332,0,0,171150.7
2019-02-28,24:00:00,299.89,68.58,1008.89,3.02,95.9,4.933292,0,0,177698.7
2019-03-31,24:00:00,302.23,61.8,1006.77,3.81,146.06,2.363836,0,0,219597.1
2019-04-30,24:00:00,303.96,61.77,1004.15,4.09,156.73,12.328661,0,0,209752.8
2019-05-31,24:00:00,304.7,65.78,1001.55,4.45,180.16,53.335476,0,0,137445.4
2019-06-30,24:00:00,304.63,63.19,999.98,3.2,205.98,119.807676,0,0,118729.6
2019-07-31,24:00:00,303.01,67.7,1000.57,3.64,225.33,184.233708,0,0,121937.1
2019-08-31,24:00:00,301.93,72.71,1001.07,4.11,234.03,245.963556,0,0,125177.5
