Date,UT time,Temperature,Relative Humidity,Pressure,Wind speed,Wind direction,Rainfall,Snowfall,Snow depth,Short-wave irradiation
2016-01-31,24:00:00,297.64,72.49,1010.14,2.85,62.38,15.104466,0,0,169998.7
2016-02-28,24:00:00,299.35,71.19,1009.25,2.65,112.73,2.235134,0,0,182275.2
2016-03-31,24:00:00,301.68,65.92,1007.22,3.47,149.85,1.63572,0,0,202432.7
2016-04-30,24:00:00,304.16,64.57,1004,5.06,169.45,6.614734,0,0,205775.5
2016-05-31,24:00:00,304.14,65.97,1001.47,2.8,206.12,180.220428,0,0,162657.9
2016-06-30,24:00:00,302.61,69.97,1000.57,3.56,253.5,105.94818,0,0,120865
2016-07-31,24:00:00,302.19,70.99,1000.96,3.75,238.85,99.587484,0,0,131952
2016-08-31,24:00:00,302.66,68.29,1000.75,3.45,251.01,138.545352,0,0,146054.6
2016-09-30,24:00:00,302.16,69.74,1001.81,2.52,245.09,82.384596,0,0,133167.3
2016-10-31,24:00:00,301.83,65.21,1004.07,0.71,17.49,36.15354,0,0,156231.9
2016-11-30,24:00:00,299.92,67.55,1007.08,3.71,39.16,21.756604,0,0,156629.9
2016-12-31,24:00:00,298.01,73.88,1007.81,3.44,34.99,76.910508,0,0,154755
2017-01-31,24:00:00,297.94,70.54,1009.27,3.95,52.1,12.167251,0,0,172722.6
2017-02-28,24:00:00,298.46,65.12,1009.38,2.62,87.58,1.007022,0,0,183062.2
2017-03-31,24:00:00,301.74,64.74,1006.01,3.66,149.37,22.959184,0,0,210822.3
2017-04-30,24:00:00,304.03,62.73,1003.34,4.53,169.77,8.711935,0,0,190771
2017-05-31,24:00:00,305,61.44,1001.56,3.22,188.35,38.836584,0,0,149954.3
2017-06-30,24:00:00,303.76,63.34,1000.59,3.39,236.45,139.90356,0,0,123463.2
2017-07-31,24:00:00,303.15,66.18,1001.05,2.96,250.1,108.911628,0,0,136472.7
2017-08-31,24:00:00,301.89,75.32,1000.64,2.77,240.66,190.342188,0,0,125393.8
2017-09-30,24:00:00,301.19,79.45,1002.57,2.19,216.16,267.016896,0,0,114970
2017-10-31,24:00:00,300.96,79.2,1003.41,0.18,47.06,194.000976,0,0,120723.9
2017-11-30,24:00:00,299.61,82.63,1005.46,4.49,29.8,227.088432,0,0,125998.6
2017-12-31,24:00:00,298.08,75.96,1008.43,4.18,40.55,10.199095,0,0,159540.1
2018-01-31,24:00:00,297.31,72.36,1007.86,3.66,49.31,6.652462,0,0,170905.4
2018-02-28,24:00:00,298.42,69.25,1008.71,2.96,72.44,4.285415,0,0,162590.5
2018-03-31,24:00:00,301.1,65.51,1006.02,2.75,135.86,10.51646,0,0,202489
2018-04-30,24:00:00,303.67,64.18,1003.85,4.15,153.97,14.864461,0,0,199291.5
2018-05-31,24:00:00,304.06,67.11,1001.53,3.93,171.89,53.901108,0,0,139312
2018-06-30,24:00:00,303.58,64.08,999.95,3.64,234.6,102.93966,0,0,124826.8
2018-07-31,24:00:00,303.27,63.44,999.81,4.35,246.98,66.348612,0,0,134358.8
2018-08-31,24:00:00,302.79,66.01,1000.47,3.79,259.92,132.123744,0,0,133743.4
2018-09-30,24:00:00,301.96,71.8,1003.17,1.51,199,108.817236,0,0,139714.7
2018-10-31,24:00:00,301.07,74.33,1005.73,2.03,56.66,92.563848,0,0,148400.5
2018-11-30,24:00:00,299.94,75.45,1007.6,4.06,52.67,67.516236,0,0,150259.5
2018-12-31,24:00:00,298.31,77.2,1008.54,4.12,38.38,121.919112,0,0,150825.2
2019-01-31,24:00:00,297.31,70.82,1010.44,3.86,55.67,2.328688,0,0,170995.4
2019-02-28,24:00:00,299.87,68.76,1008.92,3.02,96.47,4.883724,0,0,177578
2019-03-31,24:00:00,302.2,62.03,1006.78,3.84,146.35,2.290368,0,0,219487.1
2019-04-30,24:00:00,303.93,62,1004.17,4.12,156.95,12.481654,0,0,209679.7
2019-05-31,24:00:00,304.69,65.93,1001.56,4.48,180.23,53.213616,0,0,137455.8
2019-06-30,24:00:00,304.62,63.36,999.99,3.21,206.01,124.963452,0,0,118519.2
2019-07-31,24:00:00,303.02,67.76,1000.57,3.64,225.22,186.362352,0,0,122107.6
2019-08-31,24:00:00,301.95,72.71,1001.06,4.11,234.18,242.374248,0,0,124989.5
